Song_title,Artist,genre,release_date,topic,len
tres delinquentes,delinquent habits,hip hop,2019,obscene,57
sonny got caught in the moonlight,robbie robertson,country,1987,violence,91
too much love will kill you,queen,rock,1995,violence,65
get myself together,dennis brown,reggae,2006,sadness,34
long tall sally,the beatles,rock,1988,night/time,51
going to a ball,dennis brown,reggae,1970,world/life,198
hit or miss,new found glory,pop,1999,night/time,87
under the gun,poco,country,1980,sadness,31
born in dissonance,meshuggah,jazz,2016,world/life,53
everything good is bad,jj grey & mofro,blues,2009,feelings,62
after the lights go out,ricky van shelton,country,1986,sadness,60
guilty,george shearing,jazz,2001,romantic,38
heaven sent me you,john michael montgomery,country,1995,world/life,55
parallel universe,red hot chili peppers,rock,1999,violence,25
i thought of you,connie smith,country,1965,romantic,37
i don't want to live without you,foreigner,rock,1987,world/life,42
act nice and gentle,the black keys,blues,2004,romantic,37
joy to the world,kenny g,jazz,2012,music,89
crow black chicken,ry cooder,blues,1972,violence,42
endless nights,eddie money,pop,1986,world/life,98
no puedo dejarte de amar (with jesús navarro),kalimba,pop,2007,romantic,83
she cant wait,demarco,reggae,2011,obscene,164
firelight (feat. lou lou ghelichkhani),thievery corporation,jazz,2014,sadness,45
alone again or,the damned,rock,1986,night/time,29
chicago,groove armada,jazz,2000,world/life,58
love love love,the clovers,pop,1956,obscene,58
the singer,ty segall,blues,2014,music,26
time,the alan parsons project,rock,1980,night/time,54
"minnesota, wi",bon iver,pop,2011,sadness,96
i wish you were here,al green,blues,1975,sadness,45
feelings,perry como,pop,1987,feelings,48
goin' down,allen toussaint,blues,1972,sadness,83
you'll never be the same,graham nash,country,1973,sadness,39
electric red,meshuggah,jazz,2008,violence,74
if i'm sleeping,bad company,blues,1986,sadness,78
paint me,ohio players,jazz,1972,sadness,32
cry myself to sleep,del shannon,pop,1962,obscene,53
forest whitiker,brother ali,pop,2003,obscene,101
when i'm small,phantogram,pop,2009,violence,11
song and dance man,johnny paycheck,country,1971,music,61
forget it,st germain,jazz,1995,world/life,52
watching the detectives,elvis costello,pop,1977,obscene,125
you are the love of my life,george benson,jazz,1985,world/life,69
"hey, leigh",thieving birds,country,2011,obscene,77
a good time man like me ain't got no business [singin' the blues],jim croce,rock,1973,music,76
1 4 2,inner wave,rock,2014,sadness,74
mom,"earth, wind & fire",jazz,1972,world/life,34
don't let your sweet love die,ricky skaggs,country,1982,sadness,70
cocody rock,alpha blondy,reggae,1997,night/time,140
won't go home without you,maroon 5,pop,2007,night/time,66
super charger heaven,white zombie,rock,1995,violence,132
i'm gonna be free,the ethiopians,reggae,1972,world/life,197
mad love,mabel,pop,2019,night/time,125
hard life,eddie money,pop,1983,world/life,97
is it good to you,the whispers,rock,1990,feelings,122
would you be my lady,david allan coe,country,1974,world/life,58
wild goose chase,steel pulse,reggae,2005,violence,116
peregrine,donovan,rock,1968,world/life,34
my guitar sings the blues,b.b. king,blues,1985,music,87
folitician,ub40,reggae,1982,obscene,119
gideon's bible,john cale,pop,1970,violence,56
blue skies,noah and the whale,pop,2009,music,43
calling on you,stryper,rock,1986,music,44
if i killed someone for you,alec benjamin,pop,2018,violence,110
down here on the ground,grant green,jazz,1970,violence,57
blowin' smoke,david ball,country,1994,sadness,89
you are not alone,michael jackson,pop,1995,sadness,60
i wish that i could fall in love today,barbara mandrell,country,1988,sadness,33
push it,twenty88,pop,2016,violence,108
(sittin' on) the dock of the bay,waylon jennings,country,1972,obscene,68
jealous of the angels,donna taggart,country,2013,violence,3
karate,galactic,blues,2012,world/life,166
what becomes of the broken-hearted,joe cocker,blues,2007,sadness,69
just a little love,38 special,country,1986,night/time,114
reckoning lament,lincoln durham,blues,2012,violence,70
hey suburbia,screeching weasel,pop,1988,obscene,35
cuando cuando,tito rodriguez,jazz,1980,sadness,100
only you (and you alone),ringo starr,rock,1974,romantic,22
dehumanization,meshuggah,jazz,2005,world/life,44
cold hard facts of love,mel mcdaniel,country,1980,sadness,87
known only to him,don gibson,country,1958,world/life,47
write a letter,jj grey & mofro,blues,2013,music,100
million miles away,the offspring,pop,2000,sadness,61
more,soja,reggae,2017,world/life,101
the impossible dream (the quest),andy williams,pop,1962,violence,54
dream lover,johnny burnette,pop,1961,romantic,138
you've changed,dexter gordon,jazz,1961,world/life,5
dregs fall to the wicked,the outlaws,blues,1994,sadness,66
j. beez comin' through,jungle brothers,jazz,1989,obscene,116
shadows on the wall,jean shepard,country,1956,sadness,54
when a man loves a woman,michael bolton,rock,1991,romantic,61
apartheid,peter tosh,reggae,1977,violence,178
heartlight,kenny loggins,pop,1982,sadness,138
that's gonna leave a memory,easton corbin,country,2012,sadness,84
july,hunny,rock,2015,violence,60
opera wine,elephant man,reggae,2019,obscene,58
two more wishes,george strait,country,2019,obscene,58
waited too long,brett eldredge,country,2013,night/time,83
love in the first degree,alabama,country,1980,sadness,74
out getting ribs,king krule,rock,2013,sadness,55
teach the world,lucky dube,reggae,2001,world/life,57
my life,mary j. blige,pop,1994,world/life,99
too much of nothing,ufo,blues,1975,world/life,52
hip hop locos,lighter shade of brown,hip hop,1992,obscene,165
tennessee bottle,kenny rogers,country,1978,world/life,112
the honeydripper,joe liggins,blues,1989,sadness,63
bye bye bird,sonny boy williamson ii,country,1965,feelings,20
lusty,lamb,jazz,1996,violence,56
true believers,the black angels,blues,2010,music,74
diamond meadows,t. rex,blues,1971,world/life,37
96 tears,the modern lovers,pop,1973,sadness,47
who put all my ex's in texas,willie nelson,country,1968,sadness,43
if i should lose you,nina simone,blues,1966,music,26
handshake,two door cinema club,rock,2012,violence,43
i'm alive (that was the day my dead pet returned to save my life),alice cooper,blues,1982,violence,135
stairway to the sea (scalinatella),johnny mathis,pop,1959,sadness,37
(we're gonna) rock around the clock,bill haley & his comets,pop,1985,night/time,91
swish swish,katy perry,pop,2017,obscene,159
s.t.p.,sublime,reggae,1998,obscene,107
wish i was in heaven sitting down,r.l. burnside,blues,2000,sadness,48
necrophobic,slayer,rock,1986,violence,91
former lee warmer,alice cooper,blues,1983,violence,63
the parasite (for buffy),eugene mcdaniels,jazz,1971,sadness,180
between the devil and the deep blue sea,ella fitzgerald,blues,1953,violence,46
judas,cage the elephant,blues,2009,violence,67
dark days,fat freddy's drop,jazz,2005,night/time,79
when you walked by,nat king cole,jazz,1960,sadness,22
toys in the attic,jack jones,jazz,1963,sadness,43
fool if you think it's over,elkie brooks,pop,1981,sadness,78
she belongs to me,bob dylan,pop,1965,violence,59
you'll lose a good thing,aretha franklin,jazz,1964,feelings,38
breaking us in two,joe jackson,pop,1982,sadness,36
it's gotta be you,lesley gore,pop,1964,sadness,23
distraction (feat. garrett douglas),unified highway,reggae,2016,violence,21
ain't found nobody,the mavericks,country,1994,sadness,27
all hell breaks loose,misfits,rock,1982,violence,112
teach me tonight,al jarreau,jazz,1981,world/life,48
sun touch,herbie hancock,jazz,1975,sadness,43
make up your mind,the j. geils band,pop,1973,night/time,69
mykonos,fleet foxes,rock,2018,world/life,68
together again,emmylou harris,pop,1975,sadness,26
i'll be easy to find,johnny mathis,pop,1959,sadness,52
100 miles,blake shelton,country,2013,world/life,47
world on fire (with slightly stoopid),stick figure,reggae,2018,night/time,61
blue for old hawaii,hank snow,country,1967,music,43
this time the dreams on me,june christy,jazz,1955,romantic,32
survival,america,country,1980,world/life,55
we sing hallelujah,richard thompson,country,1974,music,82
million dollar man,lana del rey,pop,2012,obscene,73
copycat,billie eilish,pop,2017,obscene,82
i do believe (i fell in love),donna summer,pop,1983,world/life,86
spellbound,rae & christian,jazz,1998,violence,48
stand strong,smif-n-wessun,hip hop,2014,obscene,195
"get up, stand up",bob marley & the wailers,reggae,1973,violence,103
the stumble,john mayall & the bluesbreakers,blues,1967,feelings,28
the gypsy,deep purple,blues,1974,world/life,20
nobody makes money,fantastic negrito,blues,2014,obscene,155
alive,kenny wayne shepherd,blues,2004,feelings,45
it's not over (if i'm not over you),mark chesnutt,country,1992,sadness,13
one kiss,eddie cochran,pop,1957,romantic,25
april in paris,doris day,jazz,1952,sadness,35
the ceremony,george jones,country,1971,violence,55
soldier of the heart,judee sill,country,1973,sadness,97
this aint funny,loon,hip hop,2018,obscene,78
you take my breath away,minnie riperton,jazz,1980,sadness,55
limo wreck,soundgarden,rock,1994,violence,94
evidence of love,gregg allman,country,1986,violence,59
with tomorrow,gene clark,pop,1971,world/life,33
lookin' out my back door,john fogerty,blues,2006,obscene,72
mama,genesis,rock,1983,sadness,91
eldorado finale,electric light orchestra,pop,1974,sadness,5
who can i run to,xscape,pop,1995,world/life,46
lost in moments,ulver,jazz,2000,world/life,14
it feels alright,black lips,blues,2007,obscene,45
(you're my) soul and inspiration,the righteous brothers,pop,1990,sadness,50
wait for the sunshine,lester flatt,country,1951,world/life,28
headin' west,dan seals,country,1985,night/time,72
i was doing all right,oscar peterson,jazz,1953,night/time,41
jah jah is the conqueror,linval thompson,reggae,1976,violence,88
medley,willie nelson,country,1971,night/time,69
is it already time,george strait,country,1991,world/life,22
shoot the runner,kasabian,rock,2006,violence,68
sulk,radiohead,rock,1995,violence,51
i have loved you girl (but not like this before),earl thomas conley,country,1982,romantic,59
summer in dixie,confederate railroad,country,1994,music,61
messiah,mavado,reggae,2010,violence,189
home,eli young band,country,2008,sadness,48
miss melody,miri ben-ari,hip hop,2005,obscene,92
doctor foo,parov stelar trio,jazz,2013,obscene,16
in the jailhouse now,willie nelson,country,1982,obscene,49
south carolina low country,josh turner,country,2007,music,52
lack of communication,ratt,rock,1984,world/life,101
call my name,joe bataan,jazz,2005,violence,41
my fault,imagine dragons,rock,2012,feelings,70
amidinine,bombino,blues,2013,world/life,39
i sure miss you,gene vincent & his blue caps,rock,1957,feelings,48
butterflies and hurricanes,muse,rock,2004,world/life,46
baby come rock,wailing souls,reggae,1987,night/time,161
guku,xavier rudd,reggae,2008,romantic,34
keep your worries,guru's jazzmatazz,jazz,2000,obscene,190
nothing,phish,blues,2004,violence,39
in my eyes,frankie valli,pop,1975,sadness,59
devil's dance,cortex,jazz,1977,world/life,180
open your heart,madonna,pop,1986,sadness,88
so in love,orchestral manoeuvres in the dark,pop,1985,violence,44
digits,young thug,pop,2016,obscene,162
spread propaganga,ranking joe,reggae,1980,obscene,157
cause i'm bone bone,bone thugs-n-harmony,hip hop,2014,violence,38
ghost of you,5 seconds of summer,pop,2018,violence,65
with love (remember),gary moore,blues,1994,world/life,71
home ain't where his heart is (anymore),shania twain,pop,1995,sadness,75
ghouls night out,misfits,rock,1986,violence,106
a blessing and a curse,"harry connick, jr.",jazz,1991,world/life,26
cherry pink and apple blossom white,eddie calvert,jazz,1992,violence,18
fly away,sugarland,country,2004,sadness,50
enemies,lauv,pop,2018,sadness,91
good life,kanye west,pop,2007,obscene,198
still say yes,wayne wonder,reggae,1999,obscene,133
i walk alone,willie nelson,country,1969,sadness,27
ten crack commandments,the notorious b.i.g.,pop,1997,obscene,174
living on the highway,freddie king,blues,1971,music,64
on the other side,the gladiators,reggae,2000,obscene,158
delicious,new edition,pop,1984,romantic,37
go!,common,pop,2005,world/life,102
like we ain't ever,luke bryan,country,2015,night/time,54
the sign of fire,the fixx,pop,1983,violence,46
high time,kacey musgraves,country,2015,night/time,60
homebrew,311,pop,1994,obscene,108
lunch break: peak hour,the moody blues,pop,1967,night/time,55
shut me up,old dominion,country,2015,obscene,106
conquistador,procol harum,pop,1967,sadness,71
i can change,lcd soundsystem,pop,2010,world/life,131
never mind,the replacements,pop,1987,night/time,58
take me in your arms and love me,gladys knight & the pips,pop,1967,romantic,78
golden wings (instrumental),gabriel garzón-montano,jazz,2018,obscene,75
not alone,red,rock,2011,sadness,65
my way,limp bizkit,rock,2000,obscene,54
last call in jonestown,polkadot cadaver,jazz,2013,violence,70
keepin' up,alabama,country,2005,obscene,92
it's getting boring by the sea,blood red shoes,rock,2008,violence,52
raise hell,dorothy,blues,2016,violence,120
hide away,daya,pop,2016,sadness,149
love help me,deep purple,blues,1968,sadness,68
you are holy (prince of peace),michael w. smith,rock,1995,world/life,124
holding on,jay soto,jazz,2007,sadness,31
typical male,tina turner,pop,1986,sadness,96
i go to sleep,pretenders,pop,1981,night/time,43
change your mind,j.j. cale,blues,1997,night/time,44
suffer,staind,rock,2001,sadness,65
talkin' to myself again,tammy wynette,country,1964,obscene,45
on the road again,bob dylan,pop,1965,violence,61
too close for comfort,mel tormé,jazz,1960,romantic,92
things a get bad to worse,the ethiopians,reggae,1970,world/life,49
earth a.d.,misfits,rock,1986,violence,76
my adobe hacienda,conway twitty,country,1960,romantic,44
fresh feeling,eels,rock,2001,music,69
whisper,chase rice,country,2016,violence,130
call me gone,mike bowling,country,2006,obscene,173
fever,joe sample,jazz,1999,romantic,101
they call it stormy monday,john mayall & the bluesbreakers,blues,1989,music,53
shoot him down,alice francis,jazz,2012,violence,123
jump,girls aloud,pop,2003,romantic,114
iceman,albert collins,blues,1991,obscene,46
the stroll,chubby checker,pop,1961,music,123
tennessee flat top box,johnny cash,country,1954,music,64
everybody wants to rule the world,tears for fears,pop,1985,world/life,64
suru-lere,prince far i,reggae,1991,obscene,173
listener supported,michael franti & spearhead,reggae,2001,violence,125
love in a void,siouxsie and the banshees,pop,1979,obscene,61
"144,000",tribal seeds,reggae,2009,violence,55
riding,michael henderson,jazz,1979,obscene,164
saw her standing,ballyhoo!,reggae,2008,violence,56
home (feat. michael bublé),blake shelton,country,2012,music,50
chapters,brett young,country,2018,world/life,133
human,the killers,rock,2008,violence,37
fugitive life,bob james,jazz,1970,violence,93
einstein do it,ugly duckling,jazz,2008,obscene,107
metal health (bang your head),quiet riot,rock,1983,violence,43
gangsta's fairytale 2,ice cube,pop,1992,obscene,194
till the end of the day,the kinks,rock,1965,romantic,45
liar,the cranberries,pop,1993,night/time,51
the flame,the black keys,blues,2006,sadness,40
after the ball,johnny cash,country,1977,violence,37
outside my window,the fleetwoods,pop,1993,sadness,38
can't stop me now,ted nugent,blues,1982,sadness,61
the song is you,wynton marsalis,jazz,1987,music,145
use me,pepper,reggae,2004,obscene,109
cattle call,billy walker,country,1965,music,19
maintain,cyne,jazz,2005,obscene,180
trick or treat,chuck berry,blues,1963,romantic,60
so hard,pet shop boys,pop,1990,sadness,67
empty glass,stoney larue,country,2009,night/time,47
breathless,todd rundgren,pop,1972,night/time,22
the good left undone,rise against,pop,2006,violence,99
re-hash,gorillaz,pop,2001,obscene,93
jah loves,the abyssinians,reggae,1978,romantic,31
where's your head at,basement jaxx,pop,2001,violence,75
dream on texas ladies,john michael montgomery,country,1994,world/life,85
peace cup,macka b,reggae,1991,obscene,166
there's a limit,stonewall jackson,country,1964,sadness,45
mercy walked in,gordon mote,country,2008,sadness,40
sirens (feat. dirty heads),sublime with rome,reggae,2015,violence,129
here in my arms,ella fitzgerald,blues,1956,romantic,14
"here today, gone tomorrow",ramones,rock,1977,world/life,17
the bum,orleans,pop,1976,obscene,30
beautiful boys,yoko ono,pop,1980,world/life,38
sirens,angels & airwaves,pop,2007,night/time,128
dirt road dollars,dirt rock empire,country,2017,night/time,60
83,83,hip hop,2009,obscene,80
beverly hills,weezer,pop,2005,obscene,93
the jitterbug,the dovells,blues,1963,obscene,94
the past and pending,the shins,pop,2001,violence,105
i'll play for you,seals and crofts,pop,1972,music,7
keep on the sunny side,nitty gritty dirt band,country,1972,world/life,43
home,three days grace,pop,2003,music,80
don't let the sun catch you cryin',ray charles,blues,1959,violence,30
send me the moon,sara bareilles,pop,2010,violence,87
we've only just begun,andy williams,pop,1971,world/life,45
the pilgrim: chapter 33,willie nelson,country,1979,world/life,79
tomorrow you'll be gone,marty robbins,country,1976,sadness,50
this masquerade,george benson,jazz,1976,sadness,58
pack up,wailing souls,reggae,1973,violence,159
stompin' at the savoy,chick webb,blues,1985,romantic,39
black memories,the growlers,rock,2014,sadness,78
move on,no doubt,pop,1992,world/life,116
good luck & true love,reckless kelly,country,2011,feelings,115
spirit in black,slayer,rock,1990,violence,94
down by the river,morgan heritage,reggae,2000,music,84
serenata,nat king cole,jazz,1987,music,27
learning to live with me,gary allan,country,1999,world/life,32
everything (feat. bajka),radio citizen,jazz,2006,world/life,107
never gonna fall in love again,eric carmen,pop,1975,sadness,34
as time goes by,carly simon,pop,1987,romantic,35
scream aim fire,bullet for my valentine,rock,2008,violence,104
hallelujah time,the wailers,reggae,1973,music,62
this is it,the wood brothers,blues,2018,world/life,46
splash waterfalls,ludacris,pop,2003,obscene,163
kill em with kindness,selena gomez,pop,2015,violence,90
president amin,capital letters,reggae,1979,violence,32
don't your mem'ry ever sleep at night,ronnie milsap,country,1983,sadness,78
april come she will,paul simon,pop,1965,music,25
king of pain,the police,rock,1983,violence,77
up the neck,pretenders,pop,1980,violence,83
players anthem,junior m.a.f.i.a.,hip hop,2013,obscene,70
deep in a dream,chet baker,jazz,1990,sadness,44
wish you were here,avril lavigne,pop,2011,obscene,100
bring it on,deap vally,blues,2018,music,52
just for you,can't hang,reggae,2009,obscene,156
bring it,trapt,rock,2013,music,75
broken,jake bugg,rock,2012,sadness,15
what's true,ziggy marley & the melody makers,reggae,1988,romantic,44
is there a place,gyptian,reggae,2009,world/life,177
sing me back home,merle haggard,country,1969,music,56
the finer things,kankick,jazz,2001,obscene,182
never be alone,shawn mendes,pop,2015,sadness,43
sweet lover,aretha franklin,blues,1961,romantic,40
keep me,khalid,pop,2017,violence,88
pride,grace jones,pop,1978,sadness,67
behold,culture,reggae,1978,music,90
no vacancy,neil sedaka,pop,1959,obscene,94
two drops in the ocean,311,reggae,2009,sadness,96
dancing to the beat of a broken heart,nitty gritty dirt band,country,1987,sadness,77
ill na na,foxy brown,pop,1996,obscene,192
take another little piece of my heart,dusty springfield,pop,1968,sadness,80
foolish heart,steve perry,rock,1984,sadness,29
i want to stroll over heaven with you,alan jackson,country,2006,world/life,39
get mine,evil ebenezer,hip hop,2016,obscene,99
the meaning of love,steve kuhn,jazz,2017,world/life,42
the dogs of war,pink floyd,rock,1987,world/life,90
from the start,steve cole,jazz,2000,violence,78
gilbert's grove,desmond cheese,jazz,2010,violence,107
amazing grace,joan baez,pop,1976,violence,61
gin and juice (feat. dat nigga daz),snoop dogg,pop,1993,obscene,167
it's de-lovely,oscar peterson,jazz,1959,romantic,91
thug story,black rob,hip hop,2017,obscene,92
all of me,louis armstrong,jazz,1955,romantic,23
reflection,christina aguilera,pop,1998,sadness,50
911,soja,reggae,2006,world/life,99
"lights out, words gone",bombay bicycle club,rock,2011,sadness,17
in the blue canadian rockies,hank snow,country,1963,obscene,146
still the night,bodeans,pop,1986,romantic,72
white unicorn,wolfmother,blues,2006,world/life,61
got to get you into my life,dave koz,jazz,2013,world/life,43
mvp,big l,pop,1995,obscene,139
the heaven i'm headed to,dierks bentley,country,2006,violence,59
yellow roses,ry cooder,blues,1976,sadness,29
give me the simple life,jamie cullum,jazz,2007,world/life,60
to where you are,josh groban,pop,2001,sadness,51
imagine that,diamond rio,country,1997,world/life,62
i'm not havin’ it (re-recorded / remastered),positive k,hip hop,2009,music,90
today,jefferson airplane,blues,1967,world/life,39
justice,sashamon,reggae,2009,world/life,40
all night till day light,jacob miller,reggae,1991,night/time,43
here we go (live),dispatch,reggae,2004,sadness,141
if i can't,50 cent,pop,2003,obscene,180
run bobby run,lesley gore,pop,1963,sadness,29
christ is risen,matt maher,rock,2009,violence,134
a lonely way to be,lonnie liston smith,jazz,1974,night/time,52
attitude,guns n' roses,rock,1993,obscene,50
angelique,walter wanderley,pop,1971,violence,140
i don't know where to start,eddie rabbitt,country,1981,sadness,74
he's so fine,the chiffons,pop,2004,obscene,77
in a mellow tone,oscar peterson,jazz,1952,music,48
it's a lovely day today,ella fitzgerald,blues,1958,romantic,43
dynasty,miia,pop,2015,sadness,112
straight from the factory,clint black,country,1989,obscene,60
perpetual change,yes,jazz,1971,violence,78
jimmy's bonus beat,jungle brothers,jazz,1988,music,3
go limp,nina simone,blues,1964,sadness,95
regret,stone senses,reggae,2008,sadness,82
wishing well,bob mould,country,1989,sadness,106
hoover dam,sugar,pop,1992,violence,60
beat of your heart,cory morrow,country,2005,sadness,99
goofy's concern,butthole surfers,rock,1993,obscene,25
trying like the devil,aaron watson,country,2019,violence,117
pick up the pieces,carla thomas,blues,1991,sadness,62
yesterday,imagine dragons,rock,2017,world/life,28
until it's time for you to go,willie nelson,country,1984,world/life,37
i can let go now,michael mcdonald,rock,1982,sadness,28
angel of death,thin lizzy,blues,1981,violence,100
my life,ohio players,jazz,1976,world/life,84
if i hock my guitar (feat. self-made men),delbert mcclinton,blues,2019,music,50
let's fall in love,betty carter,jazz,1980,sadness,34
genesis,devin townsend,jazz,2019,violence,76
go away little boy,marlena shaw,jazz,1969,sadness,52
am i blue?,ricky nelson,pop,1957,music,24
i'm not strong enough to say no,blackhawk,country,2000,sadness,79
from a silver phial,gene clark,pop,1974,sadness,56
internet,all them witches,blues,2017,world/life,61
why we die (feat. dmx and jay z),busta rhymes,hip hop,2017,violence,58
hush,tool,rock,1992,obscene,15
dear hip hop,ll cool j,hip hop,2008,obscene,66
whisper,the dear hunter,jazz,2013,violence,97
believe,foresta,reggae,2016,world/life,41
how many times?,insane clown posse,rock,1997,obscene,181
tighten up your wig,steppenwolf,blues,1968,violence,55
yeah [i'm on it],big kuntry king,hip hop,2017,obscene,165
this is not america,charlie haden,jazz,2005,violence,75
the air,frank zappa,jazz,1969,violence,58
in christ alone,passion,rock,2013,violence,30
if i had a hammer,johnny cash,country,1973,music,52
dreamer,tommy bolin,blues,1975,world/life,58
all i do is dream of you,dean martin,jazz,1959,music,36
goodnight and goodbye,jonas brothers,pop,2007,romantic,57
cold ethyl,alice cooper,rock,1975,violence,66
doin' my time,johnny cash,country,1957,night/time,41
love is the only law,ziggy marley & the melody makers,reggae,1992,world/life,65
atlas hands,benjamin francis leftwich,pop,2011,world/life,58
you'd be so nice to come home to,helen merrill,jazz,1955,music,18
liberation conversation,marlena shaw,jazz,1969,feelings,42
she is love,parachute,pop,2009,world/life,11
it's real,real estate,pop,2011,feelings,24
hummingbird,wilco,country,2004,world/life,54
black tar,anders osborne,blues,2012,sadness,50
the sweetest,nightmares on wax,jazz,2006,romantic,9
that's all she wrote,ricky nelson,pop,1963,music,64
broke and lonely,johnny winter,blues,1986,sadness,90
pig foot pete,ella mae morse,blues,1992,world/life,80
state of the heart,rick springfield,pop,1985,sadness,67
deed i do,ray charles,blues,1959,world/life,17
can't help falling in love with you,"harry connick, jr.",jazz,2009,sadness,45
who the fuck are arctic monkeys?,arctic monkeys,rock,2006,violence,89
"so long, babe",nancy sinatra,pop,1966,night/time,92
weary blues,madeleine peyroux,jazz,2004,music,64
part two,brad paisley,country,2001,world/life,36
reveal yourself,dave davies,blues,1981,world/life,114
cryin' for nothin',gary allan,country,1999,obscene,63
"stand proud (feat. shana halligan, tahir panton & keznamdi)",unified highway,reggae,2015,violence,174
there's no stopping us now,the supremes,pop,1967,sadness,61
i luv it,jeezy,pop,2006,obscene,199
shapes of things to come,gary moore,blues,1983,world/life,54
let it all go,the jeff healey band,blues,1990,obscene,49
overwhelming,jon bellion,pop,2016,obscene,128
pity,bad religion,pop,1982,world/life,73
animal party,the king khan & bbq show,blues,2009,obscene,74
i won't forget you,jim reeves,country,1994,world/life,23
two heads,jefferson airplane,blues,1967,violence,73
nightmare,pat green,country,1999,music,58
a shogun named marcus,clutch,rock,1993,world/life,63
sometimes,blink-182,pop,1994,sadness,41
a love so beautiful,roy orbison,pop,1989,sadness,30
if i were a carpenter,johnny rivers,pop,1967,world/life,50
something in common,whitney houston,pop,1992,world/life,59
a satisfied mind,porter wagoner,country,1997,world/life,51
blues in the night,cab calloway,blues,2004,music,100
love soon,john mayer,pop,1999,night/time,92
shitlist,l7,rock,1992,obscene,31
what yo name iz?,kirko bangz,hip hop,2018,obscene,127
unforgettable,drake,pop,2010,obscene,199
i go crazy,paul davis,pop,1977,sadness,71
on the radio,cheap trick,pop,1978,music,129
supercalifragilisticexpialidocious,duke ellington,jazz,1964,obscene,50
long time gone,"crosby, stills, nash & young",blues,1971,night/time,87
you make me believe,kenny g,jazz,1986,world/life,58
(ghost) riders in the sky,sons of the pioneers,country,1959,violence,90
nevertheless,the brian jonestown massacre,blues,2001,sadness,36
after the fire is gone,conway twitty,country,1987,music,43
joshua,odetta,blues,1956,violence,86
stranger than fiction,bad religion,pop,1994,violence,113
corona and lime,shwayze,pop,2008,obscene,173
good years,zayn,pop,2018,world/life,102
beans and cornbread,louis jordan & his tympany five,blues,1975,night/time,170
no dogs allowed,phish,blues,1988,world/life,86
i second that emotion,jerry garcia,blues,1988,sadness,48
there is,the dells,blues,1968,world/life,60
theme from rocky xiii,"""weird al"" yankovic",pop,1984,violence,77
over,drake,pop,2010,obscene,163
beltane,jethro tull,blues,1977,violence,94
you're something else,jimmy reed,blues,1958,obscene,65
the transformers theme,lion,rock,1985,violence,62
calling occupants of interplanetary craft,klaatu,rock,1976,music,122
rock me,sister rosetta tharpe,blues,2003,romantic,47
let's stay together,al green,blues,1972,night/time,41
after i fall,lee ann womack,country,2000,violence,39
out of season,reo speedwagon,rock,1980,sadness,43
i love a man in a uniform,gang of four,pop,1982,violence,97
dreams,bodeans,pop,1987,night/time,47
drift away,uncle kracker,pop,2002,sadness,141
the stomp,ten years after,blues,1969,violence,53
so in love,ella fitzgerald,blues,1956,romantic,22
(i'd be) a legend in my time,don gibson,country,1960,world/life,42
is there a ghost,band of horses,pop,2007,violence,40
let it be me,bob dylan,pop,1970,romantic,14
fools rush in,julie london,jazz,1956,sadness,65
mandocello,cheap trick,pop,1977,sadness,44
mono,zero 7,jazz,2018,sadness,49
cotton fields,porter wagoner,country,1964,music,109
change on our ways,maze,jazz,1989,obscene,177
lose my breath,my bloody valentine,pop,1988,violence,20
remember the alamo,johnny cash,country,1963,violence,56
toure kunda,touré kunda,reggae,1985,music,25
bad liar,selena gomez,pop,2017,obscene,134
little orphan annie,david allan coe,country,1981,music,38
push and shove,the subdudes,blues,1991,world/life,57
no sympathy,the wailers,reggae,1973,world/life,28
lead on,george strait,country,1994,sadness,34
crystal days,echo & the bunnymen,pop,1984,world/life,50
raat andheri door savera,mukesh,pop,1953,world/life,83
hold on i'm coming,welshly arms,blues,2014,romantic,68
optimistic,august greene,jazz,2018,violence,143
"lean wit it, rock wit it",dem franchize boyz,pop,2006,obscene,192
never too late,elton john,rock,2019,night/time,40
ain't got nothin',supreme beings of leisure,jazz,2000,music,43
give me something,yoko ono,pop,1980,violence,36
new old songs,neal mccoy,country,1999,music,110
just the same,jefferson starship,country,1979,sadness,60
make like a tree (get out),thank you scientist,jazz,2011,violence,90
you are my sunshine,mississippi john hurt,blues,2006,romantic,20
frankie's gun!,the felice brothers,country,2008,violence,97
pork soda,glass animals,pop,2016,violence,52
promenade,"emerson, lake & palmer",jazz,1970,world/life,42
laughing,the guess who,country,1971,sadness,84
love me for a reason,boyzone,pop,1995,world/life,90
crazy man,josefus,blues,2014,violence,104
bed of coals,warren zevon,country,1980,violence,44
moon river,willie nelson,country,1988,world/life,34
mil hojas,zulú hip hop jam,hip hop,2014,violence,56
(it's the way) nature planned it,four tops,pop,1972,world/life,117
house without windows,roy orbison,pop,1963,sadness,31
little jazz,ella fitzgerald,blues,1958,obscene,165
i'm alone in the wilderness,culture,reggae,1977,feelings,74
get it on,kingdom come,rock,1988,world/life,30
chop chop,youngbloodz,hip hop,2019,obscene,104
gettin' hungry (mono),the beach boys,pop,1967,obscene,180
black night,deep purple,blues,1980,night/time,46
here she comes,boney james,jazz,2004,obscene,147
by my side,inxs,pop,1990,sadness,54
right here,mark wills,country,2000,sadness,35
some sunsick day,morgan delt,rock,2016,sadness,39
lonely christmas call,george jones,country,1962,sadness,47
sippin' on the good times,adam sanders,country,2017,violence,80
'bout time,louis armstrong,jazz,1968,obscene,104
